prompt_id,template_id,seed,setting,direct_exposure_score,ac_score,tsr_score
T26-V3,T26,71,No protection,1.000000,0.999900,0.998461
T26-V4,T26,71,No protection,1.000000,1.000000,0.995882
T26-V5,T26,71,No protection,1.000000,0.999343,1.000000
T26-V6,T26,71,No protection,1.000000,1.000000,1.000000
T26-V7,T26,71,No protection,1.000000,1.000000,0.998431
T26-V8,T26,71,No protection,1.000000,0.998325,1.000000
T27-V1,T27,71,No protection,1.000000,1.000000,0.999000
T27-V2,T27,71,No protection,1.000000,0.999900,0.998461
T27-V3,T27,71,No protection,1.000000,1.000000,0.998382
T27-V4,T27,71,No protection,1.000000,0.996543,0.997230
T27-V5,T27,71,No protection,1.000000,1.000000,1.000000
T27-V6,T27,71,No protection,1.000000,1.000000,0.998431
T27-V7,T27,71,No protection,1.000000,1.000000,1.000000
T27-V8,T27,71,No protection,1.000000,0.996469,0.995964
T28-V1,T28,71,No protection,1.000000,0.999900,0.998461
T28-V2,T28,71,No protection,1.000000,1.000000,0.998382
T28-V3,T28,71,No protection,1.000000,0.998543,0.999730
T28-V4,T28,71,No protection,1.000000,0.999422,0.998844
T28-V5,T28,71,No protection,1.000000,1.000000,0.998431
T28-V6,T28,71,No protection,1.000000,1.000000,1.000000
T28-V7,T28,71,No protection,1.000000,0.998469,0.998464
T28-V8,T28,71,No protection,1.000000,0.996390,0.995646
T29-V1,T29,71,No protection,1.000000,1.000000,0.998382
T29-V2,T29,71,No protection,1.000000,0.998543,0.999730
T29-V3,T29,71,No protection,1.000000,1.000000,1.000000
T29-V4,T29,71,No protection,1.000000,1.000000,0.994931
T29-V5,T29,71,No protection,1.000000,1.000000,1.000000
T29-V6,T29,71,No protection,1.000000,0.998469,0.998464
T29-V7,T29,71,No protection,1.000000,0.998390,0.998146
T29-V8,T29,71,No protection,1.000000,0.996316,0.998704
T30-V1,T30,71,No protection,1.000000,0.996979,0.992943
T30-V2,T30,71,No protection,1.000000,0.994341,0.995037
T30-V3,T30,71,No protection,1.000000,0.997714,0.992467
T30-V4,T30,71,No protection,1.000000,0.991923,0.989422
T30-V5,T30,71,No protection,1.000000,1.000000,0.997420
T30-V6,T30,71,No protection,1.000000,1.000000,1.000000
T30-V7,T30,71,No protection,1.000000,0.999730,0.997000
T30-V8,T30,71,No protection,1.000000,0.996300,0.993961
T31-V1,T31,71,No protection,1.000000,0.994341,0.995037
T31-V2,T31,71,No protection,1.000000,0.997714,0.992467
T31-V3,T31,71,No protection,1.000000,0.993923,0.991922
T31-V4,T31,71,No protection,1.000000,0.998014,0.993920
T31-V5,T31,71,No protection,1.000000,1.000000,1.000000
T31-V6,T31,71,No protection,1.000000,0.999730,0.997000
T31-V7,T31,71,No protection,1.000000,0.998300,0.996461
T31-V8,T31,71,No protection,1.000000,1.000000,0.993882
T32-V1,T32,71,No protection,1.000000,0.997714,0.992467
T32-V2,T32,71,No protection,1.000000,0.993923,0.991922
T32-V3,T32,71,No protection,1.000000,1.000000,0.996420
T32-V4,T32,71,No protection,1.000000,0.999791,0.997235
T32-V5,T32,71,No protection,1.000000,0.999730,0.997000
T32-V6,T32,71,No protection,1.000000,0.998300,0.996461
T32-V7,T32,71,No protection,1.000000,1.000000,0.996382
T32-V8,T32,71,No protection,1.000000,0.994943,0.995230
T01-V1,T01,101,No protection,1.000000,0.997712,0.997669
T01-V2,T01,101,No protection,1.000000,0.996623,0.997273
T01-V3,T01,101,No protection,1.000000,0.999920,1.000000
T01-V4,T01,101,No protection,1.000000,0.998816,0.994598
T01-V5,T01,101,No protection,1.000000,0.997444,1.000000
T01-V6,T01,101,No protection,1.000000,1.000000,0.995933
T01-V7,T01,101,No protection,0.996691,1.000000,1.000000
T01-V8,T01,101,No protection,1.000000,0.997809,1.000000
T02-V1,T02,101,No protection,1.000000,0.996623,0.997273
T02-V2,T02,101,No protection,1.000000,0.999920,1.000000
T02-V3,T02,101,No protection,1.000000,1.000000,0.997098
T02-V4,T02,101,No protection,1.000000,0.994644,0.997000
T02-V5,T02,101,No protection,1.000000,1.000000,0.995933
T02-V6,T02,101,No protection,0.996691,1.000000,1.000000
T02-V7,T02,101,No protection,1.000000,0.999809,1.000000
T02-V8,T02,101,No protection,1.000000,0.999680,0.997745
T03-V1,T03,101,No protection,1.000000,0.999920,1.000000
T03-V2,T03,101,No protection,1.000000,1.000000,0.997098
T03-V3,T03,101,No protection,1.000000,0.996644,0.999500
T03-V4,T03,101,No protection,1.000000,0.997417,0.992433
T03-V5,T03,101,No protection,0.996691,1.000000,1.000000
T03-V6,T03,101,No protection,1.000000,0.999809,1.000000
T03-V7,T03,101,No protection,0.998841,1.000000,1.000000
T03-V8,T03,101,No protection,1.000000,0.998444,1.000000
T04-V1,T04,101,No protection,1.000000,1.000000,0.997098
T04-V2,T04,101,No protection,1.000000,0.996644,0.999500
T04-V3,T04,101,No protection,1.000000,0.999417,0.994933
T04-V4,T04,101,No protection,0.999491,0.997787,1.000000
T04-V5,T04,101,No protection,1.000000,0.999809,1.000000
T04-V6,T04,101,No protection,0.998841,1.000000,1.000000
T04-V7,T04,101,No protection,1.000000,1.000000,1.000000
T04-V8,T04,101,No protection,0.999941,0.998271,1.000000
T05-V1,T05,101,No protection,1.000000,0.996644,0.999500
T05-V2,T05,101,No protection,1.000000,0.999417,0.994933
T05-V3,T05,101,No protection,0.997491,0.999787,1.000000
T05-V4,T05,101,No protection,1.000000,0.997009,1.000000
T05-V5,T05,101,No protection,0.998841,1.000000,1.000000
T05-V6,T05,101,No protection,1.000000,1.000000,1.000000
T05-V7,T05,101,No protection,0.997941,1.000000,1.000000
T05-V8,T05,101,No protection,1.000000,0.998115,1.000000
T06-V1,T06,101,No protection,1.000000,0.997017,0.991933
T06-V2,T06,101,No protection,0.999891,0.997387,1.000000
T06-V3,T06,101,No protection,1.000000,0.996609,0.999922
T06-V4,T06,101,No protection,1.000000,0.996480,0.993745
T06-V5,T06,101,No protection,1.000000,0.998044,1.000000
T06-V6,T06,101,No protection,1.000000,0.997871,1.000000
T06-V7,T06,101,No protection,1.000000,0.997715,1.000000
T06-V8,T06,101,No protection,1.000000,0.999242,0.992584
T07-V1,T07,101,No protection,0.999891,0.997387,1.000000
T07-V2,T07,101,No protection,1.000000,0.996609,0.999922
T07-V3,T07,101,No protection,1.000000,0.998480,0.996245
T07-V4,T07,101,No protection,1.000000,0.995244,0.997377
T07-V5,T07,101,No protection,1.000000,0.997871,1.000000
T07-V6,T07,101,No protection,1.000000,0.997715,1.000000
T07-V7,T07,101,No protection,1.000000,1.000000,0.995084
T07-V8,T07,101,No protection,1.000000,0.996717,0.993509
T08-V1,T08,101,No protection,1.000000,0.996609,0.999922
T08-V2,T08,101,No protection,1.000000,0.998480,0.996245
T08-V3,T08,101,No protection,1.000000,0.997244,0.999877
T08-V4,T08,101,No protection,1.000000,0.995071,0.996998
T08-V5,T08,101,No protection,1.000000,0.997715,1.000000
T08-V6,T08,101,No protection,1.000000,1.000000,0.995084
T08-V7,T08,101,No protection,1.000000,0.998717,0.996009
T08-V8,T08,101,No protection,1.000000,0.997623,0.993106
T09-V1,T09,101,No protection,0.999641,1.000000,0.999245
T09-V2,T09,101,No protection,1.000000,0.999644,1.000000
T09-V3,T09,101,No protection,0.998741,0.999471,1.000000
T09-V4,T09,101,No protection,1.000000,0.997315,1.000000
T09-V5,T09,101,No protection,1.000000,1.000000,0.998084
T09-V6,T09,101,No protection,1.000000,1.000000,0.999009
T09-V7,T09,101,No protection,1.000000,1.000000,0.998606
T09-V8,T09,101,No protection,1.000000,0.995816,0.997691
T10-V1,T10,101,No protection,1.000000,0.997712,0.997669
T10-V2,T10,101,No protection,1.000000,0.996623,0.997273
T10-V3,T10,101,No protection,1.000000,0.999920,1.000000
T10-V4,T10,101,No protection,1.000000,0.998816,0.994598
T10-V5,T10,101,No protection,1.000000,0.997444,1.000000
T10-V6,T10,101,No protection,1.000000,1.000000,0.995933
T10-V7,T10,101,No protection,0.996691,1.000000,1.000000
T10-V8,T10,101,No protection,1.000000,0.997809,1.000000
T11-V1,T11,101,No protection,1.000000,0.996623,0.997273
T11-V2,T11,101,No protection,1.000000,0.999920,1.000000
T11-V3,T11,101,No protection,1.000000,1.000000,0.997098
T11-V4,T11,101,No protection,1.000000,0.994644,0.997000
T11-V5,T11,101,No protection,1.000000,1.000000,0.995933
T11-V6,T11,101,No protection,0.996691,1.000000,1.000000
T11-V7,T11,101,No protection,1.000000,0.999809,1.000000
T11-V8,T11,101,No protection,1.000000,0.999680,0.997745
T12-V1,T12,101,No protection,1.000000,0.999920,1.000000
T12-V2,T12,101,No protection,1.000000,1.000000,0.997098
T12-V3,T12,101,No protection,1.000000,0.996644,0.999500
T12-V4,T12,101,No protection,1.000000,0.997417,0.992433
T12-V5,T12,101,No protection,0.996691,1.000000,1.000000
T12-V6,T12,101,No protection,1.000000,0.999809,1.000000
T12-V7,T12,101,No protection,0.998841,1.000000,1.000000
T12-V8,T12,101,No protection,1.000000,0.998444,1.000000
T13-V1,T13,101,No protection,1.000000,1.000000,0.997098
T13-V2,T13,101,No protection,1.000000,0.996644,0.999500
T13-V3,T13,101,No protection,1.000000,0.999417,0.994933
T13-V4,T13,101,No protection,0.999491,0.997787,1.000000
T13-V5,T13,101,No protection,1.000000,0.999809,1.000000
T13-V6,T13,101,No protection,0.998841,1.000000,1.000000
T13-V7,T13,101,No protection,1.000000,1.000000,1.000000
T13-V8,T13,101,No protection,0.999941,0.998271,1.000000
T14-V1,T14,101,No protection,1.000000,0.994244,0.996500
T14-V2,T14,101,No protection,1.000000,0.997017,0.991933
T14-V3,T14,101,No protection,0.999891,0.997387,1.000000
T14-V4,T14,101,No protection,1.000000,0.994609,0.997422
T14-V5,T14,101,No protection,1.000000,0.999280,0.997245
T14-V6,T14,101,No protection,1.000000,0.998044,1.000000
T14-V7,T14,101,No protection,1.000000,0.997871,1.000000
T14-V8,T14,101,No protection,1.000000,0.995715,0.998278
T15-V1,T15,101,No protection,1.000000,0.997017,0.991933
T15-V2,T15,101,No protection,0.999891,0.997387,1.000000
T15-V3,T15,101,No protection,1.000000,0.996609,0.999922
T15-V4,T15,101,No protection,1.000000,0.996480,0.993745
T15-V5,T15,101,No protection,1.000000,0.998044,1.000000
T15-V6,T15,101,No protection,1.000000,0.997871,1.000000
T15-V7,T15,101,No protection,1.000000,0.997715,1.000000
T15-V8,T15,101,No protection,1.000000,0.999242,0.992584
T16-V1,T16,101,No protection,0.999891,0.997387,1.000000
T16-V2,T16,101,No protection,1.000000,0.996609,0.999922
T16-V3,T16,101,No protection,1.000000,0.998480,0.996245
T16-V4,T16,101,No protection,1.000000,0.995244,0.997377
T16-V5,T16,101,No protection,1.000000,0.997871,1.000000
T16-V6,T16,101,No protection,1.000000,0.997715,1.000000
T16-V7,T16,101,No protection,1.000000,1.000000,0.995084
T16-V8,T16,101,No protection,1.000000,0.996717,0.993509
T17-V1,T17,101,No protection,1.000000,0.997409,1.000000
T17-V2,T17,101,No protection,1.000000,0.999280,0.997245
T17-V3,T17,101,No protection,1.000000,0.998044,1.000000
T17-V4,T17,101,No protection,1.000000,0.995871,0.997998
T17-V5,T17,101,No protection,1.000000,0.998515,1.000000
T17-V6,T17,101,No protection,1.000000,1.000000,0.996084
T17-V7,T17,101,No protection,1.000000,0.999517,0.997009
T17-V8,T17,101,No protection,1.000000,0.998423,0.994106
T18-V1,T18,101,No protection,1.000000,0.999280,0.997245
T18-V2,T18,101,No protection,1.000000,0.998044,1.000000
T18-V3,T18,101,No protection,1.000000,0.997871,1.000000
T18-V4,T18,101,No protection,1.000000,0.995715,0.998278
T18-V5,T18,101,No protection,1.000000,1.000000,0.996084
T18-V6,T18,101,No protection,1.000000,0.999517,0.997009
T18-V7,T18,101,No protection,1.000000,1.000000,0.996606
T18-V8,T18,101,No protection,1.000000,0.994216,0.995691
T19-V1,T19,101,No protection,1.000000,0.998044,1.000000
T19-V2,T19,101,No protection,1.000000,0.997871,1.000000
T19-V3,T19,101,No protection,1.000000,0.997715,1.000000
T19-V4,T19,101,No protection,1.000000,0.999242,0.992584
T19-V5,T19,101,No protection,1.000000,0.999517,0.997009
T19-V6,T19,101,No protection,1.000000,1.000000,0.996606
T19-V7,T19,101,No protection,1.000000,0.996216,0.998191
T19-V8,T19,101,No protection,1.000000,0.994320,0.996305
T20-V1,T20,101,No protection,1.000000,0.995023,0.995273
T20-V2,T20,101,No protection,1.000000,0.998320,0.999008
T20-V3,T20,101,No protection,1.000000,0.999216,0.995098
T20-V4,T20,101,No protection,1.000000,0.993044,0.995000
T20-V5,T20,101,No protection,1.000000,0.998617,0.993933
T20-V6,T20,101,No protection,0.998291,0.998987,1.000000
T20-V7,T20,101,No protection,1.000000,0.998209,1.000000
T20-V8,T20,101,No protection,1.000000,0.998080,0.995745
T21-V1,T21,101,No protection,1.000000,0.998320,0.999008
T21-V2,T21,101,No protection,1.000000,0.999216,0.995098
T21-V3,T21,101,No protection,1.000000,0.995044,0.997500
T21-V4,T21,101,No protection,1.000000,0.995817,0.990433
T21-V5,T21,101,No protection,0.998291,0.998987,1.000000
T21-V6,T21,101,No protection,1.000000,0.998209,1.000000
T21-V7,T21,101,No protection,1.000000,1.000000,0.998245
T21-V8,T21,101,No protection,1.000000,0.996844,0.999377
T22-V1,T22,101,No protection,1.000000,0.996816,0.992098
T22-V2,T22,101,No protection,1.000000,0.992644,0.994500
T22-V3,T22,101,No protection,1.000000,0.995417,0.989933
T22-V4,T22,101,No protection,1.000000,0.993787,0.996731
T22-V5,T22,101,No protection,1.000000,0.995809,0.998922
T22-V6,T22,101,No protection,1.000000,0.997680,0.995245
T22-V7,T22,101,No protection,1.000000,0.996444,0.998877
T22-V8,T22,101,No protection,1.000000,0.994271,0.995998
T23-V1,T23,101,No protection,1.000000,0.992644,0.994500
T23-V2,T23,101,No protection,1.000000,0.995417,0.989933
T23-V3,T23,101,No protection,1.000000,0.995787,0.999231
T23-V4,T23,101,No protection,1.000000,0.993009,0.995422
T23-V5,T23,101,No protection,1.000000,0.997680,0.995245
T23-V6,T23,101,No protection,1.000000,0.996444,0.998877
T23-V7,T23,101,No protection,1.000000,0.996271,0.998498
T23-V8,T23,101,No protection,1.000000,0.994115,0.996278
T24-V1,T24,101,No protection,1.000000,0.995417,0.989933
T24-V2,T24,101,No protection,1.000000,0.995787,0.999231
T24-V3,T24,101,No protection,1.000000,0.995009,0.997922
T24-V4,T24,101,No protection,1.000000,0.994880,0.991745
T24-V5,T24,101,No protection,1.000000,0.996444,0.998877
T24-V6,T24,101,No protection,1.000000,0.996271,0.998498
T24-V7,T24,101,No protection,1.000000,0.996115,0.998778
T24-V8,T24,101,No protection,1.000000,0.997642,0.990584
T25-V1,T25,101,No protection,0.999091,0.998187,1.000000
T25-V2,T25,101,No protection,1.000000,0.997409,1.000000
T25-V3,T25,101,No protection,1.000000,0.999280,0.997245
T25-V4,T25,101,No protection,1.000000,0.996044,0.998377
T25-V5,T25,101,No protection,0.999541,0.998671,1.000000
T25-V6,T25,101,No protection,1.000000,0.998515,1.000000
T25-V7,T25,101,No protection,1.000000,1.000000,0.996084
T25-V8,T25,101,No protection,1.000000,0.997517,0.994509
T26-V1,T26,101,No protection,1.000000,0.997409,1.000000
T26-V2,T26,101,No protection,1.000000,0.999280,0.997245
T26-V3,T26,101,No protection,1.000000,0.998044,1.000000
T26-V4,T26,101,No protection,1.000000,0.995871,0.997998
T26-V5,T26,101,No protection,1.000000,0.998515,1.000000
T26-V6,T26,101,No protection,1.000000,1.000000,0.996084
T26-V7,T26,101,No protection,1.000000,0.999517,0.997009
T26-V8,T26,101,No protection,1.000000,0.998423,0.994106
T27-V1,T27,101,No protection,1.000000,0.999280,0.997245
T27-V2,T27,101,No protection,1.000000,0.998044,1.000000
T27-V3,T27,101,No protection,1.000000,0.997871,1.000000
T27-V4,T27,101,No protection,1.000000,0.995715,0.998278
T27-V5,T27,101,No protection,1.000000,1.000000,0.996084
T27-V6,T27,101,No protection,1.000000,0.999517,0.997009
T27-V7,T27,101,No protection,1.000000,1.000000,0.996606
T27-V8,T27,101,No protection,1.000000,0.994216,0.995691
T28-V1,T28,101,No protection,1.000000,0.998044,1.000000
T28-V2,T28,101,No protection,1.000000,0.997871,1.000000
T28-V3,T28,101,No protection,1.000000,0.997715,1.000000
T28-V4,T28,101,No protection,1.000000,0.999242,0.992584
T28-V5,T28,101,No protection,1.000000,0.999517,0.997009
T28-V6,T28,101,No protection,1.000000,1.000000,0.996606
T28-V7,T28,101,No protection,1.000000,0.996216,0.998191
T28-V8,T28,101,No protection,1.000000,0.994320,0.996305
T29-V1,T29,101,No protection,1.000000,0.997871,1.000000
T29-V2,T29,101,No protection,1.000000,0.997715,1.000000
T29-V3,T29,101,No protection,1.000000,1.000000,0.995084
T29-V4,T29,101,No protection,1.000000,0.996717,0.993509
T29-V5,T29,101,No protection,1.000000,1.000000,0.996606
T29-V6,T29,101,No protection,1.000000,0.996216,0.998191
T29-V7,T29,101,No protection,1.000000,0.996320,0.998805
T29-V8,T29,101,No protection,1.000000,0.997836,0.993994
T30-V1,T30,101,No protection,1.000000,0.995920,0.996008
T30-V2,T30,101,No protection,1.000000,0.996816,0.992098
T30-V3,T30,101,No protection,1.000000,0.992644,0.994500
T30-V4,T30,101,No protection,1.000000,0.993417,0.987433
T30-V5,T30,101,No protection,1.000000,0.996587,1.000000
T30-V6,T30,101,No protection,1.000000,0.995809,0.998922
T30-V7,T30,101,No protection,1.000000,0.997680,0.995245
T30-V8,T30,101,No protection,1.000000,0.994444,0.996377
T31-V1,T31,101,No protection,1.000000,0.996816,0.992098
T31-V2,T31,101,No protection,1.000000,0.992644,0.994500
T31-V3,T31,101,No protection,1.000000,0.995417,0.989933
T31-V4,T31,101,No protection,1.000000,0.993787,0.996731
T31-V5,T31,101,No protection,1.000000,0.995809,0.998922
T31-V6,T31,101,No protection,1.000000,0.997680,0.995245
T31-V7,T31,101,No protection,1.000000,0.996444,0.998877
T31-V8,T31,101,No protection,1.000000,0.994271,0.995998
T32-V1,T32,101,No protection,1.000000,0.992644,0.994500
T32-V2,T32,101,No protection,1.000000,0.995417,0.989933
T32-V3,T32,101,No protection,1.000000,0.995787,0.999231
T32-V4,T32,101,No protection,1.000000,0.993009,0.995422
T32-V5,T32,101,No protection,1.000000,0.997680,0.995245
T32-V6,T32,101,No protection,1.000000,0.996444,0.998877
T32-V7,T32,101,No protection,1.000000,0.996271,0.998498
T32-V8,T32,101,No protection,1.000000,0.994115,0.996278
T01-V1,T01,17,Regex-only,0.614921,0.971830,0.960445
T01-V2,T01,17,Regex-only,0.614818,0.972760,0.963740
T01-V3,T01,17,Regex-only,0.613291,0.972922,0.962957
T01-V4,T01,17,Regex-only,0.616585,0.967118,0.960884
T01-V5,T01,17,Regex-only,0.612660,0.973375,0.962394
T01-V6,T01,17,Regex-only,0.613819,0.972268,0.964155
T01-V7,T01,17,Regex-only,0.616020,0.973389,0.962115
T01-V8,T01,17,Regex-only,0.615309,0.971820,0.958876
T02-V1,T02,17,Regex-only,0.614818,0.972760,0.963740
T02-V2,T02,17,Regex-only,0.613291,0.972922,0.962957
T02-V3,T02,17,Regex-only,0.614585,0.969118,0.963384
T02-V4,T02,17,Regex-only,0.615460,0.970575,0.958894
T02-V5,T02,17,Regex-only,0.613819,0.972268,0.964155
T02-V6,T02,17,Regex-only,0.616020,0.973389,0.962115
T02-V7,T02,17,Regex-only,0.613309,0.973820,0.961376
T02-V8,T02,17,Regex-only,0.618441,0.969490,0.960696
T03-V1,T03,17,Regex-only,0.613291,0.972922,0.962957
T03-V2,T03,17,Regex-only,0.614585,0.969118,0.963384
T03-V3,T03,17,Regex-only,0.613460,0.972575,0.961394
T03-V4,T03,17,Regex-only,0.616619,0.969468,0.960655
T03-V5,T03,17,Regex-only,0.616020,0.973389,0.962115
T03-V6,T03,17,Regex-only,0.613309,0.973820,0.961376
T03-V7,T03,17,Regex-only,0.616441,0.971490,0.963196
T03-V8,T03,17,Regex-only,0.618462,0.969834,0.956429
T04-V1,T04,17,Regex-only,0.614585,0.969118,0.963384
T04-V2,T04,17,Regex-only,0.613460,0.972575,0.961394
T04-V3,T04,17,Regex-only,0.614619,0.971468,0.963155
T04-V4,T04,17,Regex-only,0.618820,0.970589,0.958615
T04-V5,T04,17,Regex-only,0.613309,0.973820,0.961376
T04-V6,T04,17,Regex-only,0.616441,0.971490,0.963196
T04-V7,T04,17,Regex-only,0.616462,0.971834,0.958929
T04-V8,T04,17,Regex-only,0.619371,0.965859,0.956639
T05-V1,T05,17,Regex-only,0.613460,0.972575,0.961394
T05-V2,T05,17,Regex-only,0.614619,0.971468,0.963155
T05-V3,T05,17,Regex-only,0.616820,0.972589,0.961115
T05-V4,T05,17,Regex-only,0.616109,0.971020,0.957876
T05-V5,T05,17,Regex-only,0.616441,0.971490,0.963196
T05-V6,T05,17,Regex-only,0.616462,0.971834,0.958929
T05-V7,T05,17,Regex-only,0.617371,0.967859,0.959139
T05-V8,T05,17,Regex-only,0.616939,0.966972,0.958130
T06-V1,T06,17,Regex-only,0.617019,0.969068,0.960155
T06-V2,T06,17,Regex-only,0.619220,0.970189,0.958115
T06-V3,T06,17,Regex-only,0.616509,0.970620,0.957376
T06-V4,T06,17,Regex-only,0.621641,0.966290,0.956696
T06-V5,T06,17,Regex-only,0.618862,0.969434,0.955929
T06-V6,T06,17,Regex-only,0.619771,0.965459,0.956139
T06-V7,T06,17,Regex-only,0.617339,0.966572,0.957630
T06-V8,T06,17,Regex-only,0.619924,0.967995,0.953617
T07-V1,T07,17,Regex-only,0.619220,0.970189,0.958115
T07-V2,T07,17,Regex-only,0.616509,0.970620,0.957376
T07-V3,T07,17,Regex-only,0.619641,0.968290,0.959196
T07-V4,T07,17,Regex-only,0.621662,0.966634,0.952429
T07-V5,T07,17,Regex-only,0.619771,0.965459,0.956139
T07-V6,T07,17,Regex-only,0.617339,0.966572,0.957630
T07-V7,T07,17,Regex-only,0.617924,0.969995,0.956117
T07-V8,T07,17,Regex-only,0.622324,0.965904,0.951167
T08-V1,T08,17,Regex-only,0.616509,0.970620,0.957376
T08-V2,T08,17,Regex-only,0.619641,0.968290,0.959196
T08-V3,T08,17,Regex-only,0.619662,0.968634,0.954929
T08-V4,T08,17,Regex-only,0.622571,0.962659,0.952639
T08-V5,T08,17,Regex-only,0.617339,0.966572,0.957630
T08-V6,T08,17,Regex-only,0.617924,0.969995,0.956117
T08-V7,T08,17,Regex-only,0.620324,0.967904,0.953667
T08-V8,T08,17,Regex-only,0.616556,0.968101,0.955856
T09-V1,T09,17,Regex-only,0.617241,0.970690,0.962196
T09-V2,T09,17,Regex-only,0.617262,0.971034,0.957929
T09-V3,T09,17,Regex-only,0.618171,0.967059,0.958139
T09-V4,T09,17,Regex-only,0.617739,0.966172,0.957130
T09-V5,T09,17,Regex-only,0.615524,0.972395,0.959117
T09-V6,T09,17,Regex-only,0.617924,0.970304,0.956667
T09-V7,T09,17,Regex-only,0.612156,0.972501,0.961356
T09-V8,T09,17,Regex-only,0.613256,0.968626,0.961854
T10-V1,T10,17,Regex-only,0.614921,0.971830,0.960445
T10-V2,T10,17,Regex-only,0.614818,0.972760,0.963740
T10-V3,T10,17,Regex-only,0.613291,0.972922,0.962957
T10-V4,T10,17,Regex-only,0.616585,0.967118,0.960884
T10-V5,T10,17,Regex-only,0.612660,0.973375,0.962394
T10-V6,T10,17,Regex-only,0.613819,0.972268,0.964155
T10-V7,T10,17,Regex-only,0.616020,0.973389,0.962115
T10-V8,T10,17,Regex-only,0.615309,0.971820,0.958876
T11-V1,T11,17,Regex-only,0.614818,0.972760,0.963740
T11-V2,T11,17,Regex-only,0.613291,0.972922,0.962957
T11-V3,T11,17,Regex-only,0.614585,0.969118,0.963384
T11-V4,T11,17,Regex-only,0.615460,0.970575,0.958894
T11-V5,T11,17,Regex-only,0.613819,0.972268,0.964155
T11-V6,T11,17,Regex-only,0.616020,0.973389,0.962115
T11-V7,T11,17,Regex-only,0.613309,0.973820,0.961376
T11-V8,T11,17,Regex-only,0.618441,0.969490,0.960696
T12-V1,T12,17,Regex-only,0.613291,0.972922,0.962957
T12-V2,T12,17,Regex-only,0.614585,0.969118,0.963384
T12-V3,T12,17,Regex-only,0.613460,0.972575,0.961394
T12-V4,T12,17,Regex-only,0.616619,0.969468,0.960655
T12-V5,T12,17,Regex-only,0.616020,0.973389,0.962115
T12-V6,T12,17,Regex-only,0.613309,0.973820,0.961376
T12-V7,T12,17,Regex-only,0.616441,0.971490,0.963196
T12-V8,T12,17,Regex-only,0.618462,0.969834,0.956429
T13-V1,T13,17,Regex-only,0.614585,0.969118,0.963384
T13-V2,T13,17,Regex-only,0.613460,0.972575,0.961394
T13-V3,T13,17,Regex-only,0.614619,0.971468,0.963155
T13-V4,T13,17,Regex-only,0.618820,0.970589,0.958615
T13-V5,T13,17,Regex-only,0.613309,0.973820,0.961376
T13-V6,T13,17,Regex-only,0.616441,0.971490,0.963196
T13-V7,T13,17,Regex-only,0.616462,0.971834,0.958929
T13-V8,T13,17,Regex-only,0.619371,0.965859,0.956639
T14-V1,T14,17,Regex-only,0.615860,0.970175,0.958394
T14-V2,T14,17,Regex-only,0.617019,0.969068,0.960155
T14-V3,T14,17,Regex-only,0.619220,0.970189,0.958115
T14-V4,T14,17,Regex-only,0.618509,0.968620,0.954876
T14-V5,T14,17,Regex-only,0.618841,0.969090,0.960196
T14-V6,T14,17,Regex-only,0.618862,0.969434,0.955929
T14-V7,T14,17,Regex-only,0.619771,0.965459,0.956139
T14-V8,T14,17,Regex-only,0.619339,0.964572,0.955130
T15-V1,T15,17,Regex-only,0.617019,0.969068,0.960155
T15-V2,T15,17,Regex-only,0.619220,0.970189,0.958115
T15-V3,T15,17,Regex-only,0.616509,0.970620,0.957376
T15-V4,T15,17,Regex-only,0.621641,0.966290,0.956696
T15-V5,T15,17,Regex-only,0.618862,0.969434,0.955929
T15-V6,T15,17,Regex-only,0.619771,0.965459,0.956139
T15-V7,T15,17,Regex-only,0.617339,0.966572,0.957630
T15-V8,T15,17,Regex-only,0.619924,0.967995,0.953617
T16-V1,T16,17,Regex-only,0.619220,0.970189,0.958115
T16-V2,T16,17,Regex-only,0.616509,0.970620,0.957376
T16-V3,T16,17,Regex-only,0.619641,0.968290,0.959196
T16-V4,T16,17,Regex-only,0.621662,0.966634,0.952429
T16-V5,T16,17,Regex-only,0.619771,0.965459,0.956139
T16-V6,T16,17,Regex-only,0.617339,0.966572,0.957630
T16-V7,T16,17,Regex-only,0.617924,0.969995,0.956117
T16-V8,T16,17,Regex-only,0.622324,0.965904,0.951167
T17-V1,T17,17,Regex-only,0.615709,0.971420,0.958376
T17-V2,T17,17,Regex-only,0.618841,0.969090,0.960196
T17-V3,T17,17,Regex-only,0.618862,0.969434,0.955929
T17-V4,T17,17,Regex-only,0.621771,0.963459,0.953639
T17-V5,T17,17,Regex-only,0.616539,0.967372,0.958630
T17-V6,T17,17,Regex-only,0.617124,0.970795,0.957117
T17-V7,T17,17,Regex-only,0.619524,0.968704,0.954667
T17-V8,T17,17,Regex-only,0.615756,0.968901,0.956856
T18-V1,T18,17,Regex-only,0.618841,0.969090,0.960196
T18-V2,T18,17,Regex-only,0.618862,0.969434,0.955929
T18-V3,T18,17,Regex-only,0.619771,0.965459,0.956139
T18-V4,T18,17,Regex-only,0.619339,0.964572,0.955130
T18-V5,T18,17,Regex-only,0.617124,0.970795,0.957117
T18-V6,T18,17,Regex-only,0.619524,0.968704,0.954667
T18-V7,T18,17,Regex-only,0.613756,0.970901,0.959356
T18-V8,T18,17,Regex-only,0.614856,0.967026,0.959854
T19-V1,T19,17,Regex-only,0.618862,0.969434,0.955929
