prompt_id,template_id,variant_id,prompt_family,prompt_source,downstream_task_type,primary_privacy_category,subset,modality,template_stub,prompt_stub,split,release_scope,raw_prompt_released,ocr_source_asset_released,paper_title,paper_url
T10-V4,T10,V4,Document-oriented,Document scenarios,Document QA,Contact details,Essential-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on contact details.,Document-oriented instruction centered on contact details. Task-critical OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T10-V5,T10,V5,Document-oriented,Document scenarios,Document QA,Contact details,Incidental-privacy,Text-only,Document-oriented instruction centered on contact details.,Document-oriented instruction centered on contact details. Incidental text-only summary variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T10-V6,T10,V6,Document-oriented,Document scenarios,Document QA,Contact details,Incidental-privacy,Text-only,Document-oriented instruction centered on contact details.,Document-oriented instruction centered on contact details. Incidental text-only coordination variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T10-V7,T10,V7,Document-oriented,Document scenarios,Document QA,Contact details,Incidental-privacy,Text-only,Document-oriented instruction centered on contact details.,Document-oriented instruction centered on contact details. Incidental text-only logging variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T10-V8,T10,V8,Document-oriented,Document scenarios,Document QA,Contact details,Incidental-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on contact details.,Document-oriented instruction centered on contact details. Incidental OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T11-V1,T11,V1,Document-oriented,Document scenarios,Document QA,Postal addresses,Essential-privacy,Text-only,Document-oriented instruction centered on postal addresses.,Document-oriented instruction centered on postal addresses. Task-critical text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T11-V2,T11,V2,Document-oriented,Document scenarios,Document QA,Postal addresses,Essential-privacy,Text-only,Document-oriented instruction centered on postal addresses.,Document-oriented instruction centered on postal addresses. Reasoning-preserving text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T11-V3,T11,V3,Document-oriented,Document scenarios,Document QA,Postal addresses,Essential-privacy,Text-only,Document-oriented instruction centered on postal addresses.,Document-oriented instruction centered on postal addresses. Tool-compatible text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T11-V4,T11,V4,Document-oriented,Document scenarios,Document QA,Postal addresses,Essential-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on postal addresses.,Document-oriented instruction centered on postal addresses. Task-critical OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T11-V5,T11,V5,Document-oriented,Document scenarios,Document QA,Postal addresses,Incidental-privacy,Text-only,Document-oriented instruction centered on postal addresses.,Document-oriented instruction centered on postal addresses. Incidental text-only summary variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T11-V6,T11,V6,Document-oriented,Document scenarios,Document QA,Postal addresses,Incidental-privacy,Text-only,Document-oriented instruction centered on postal addresses.,Document-oriented instruction centered on postal addresses. Incidental text-only coordination variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T11-V7,T11,V7,Document-oriented,Document scenarios,Document QA,Postal addresses,Incidental-privacy,Text-only,Document-oriented instruction centered on postal addresses.,Document-oriented instruction centered on postal addresses. Incidental text-only logging variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T11-V8,T11,V8,Document-oriented,Document scenarios,Document QA,Postal addresses,Incidental-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on postal addresses.,Document-oriented instruction centered on postal addresses. Incidental OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T12-V1,T12,V1,Document-oriented,Document scenarios,Document QA,National/account identifiers,Essential-privacy,Text-only,Document-oriented instruction centered on national/account identifiers.,Document-oriented instruction centered on national/account identifiers. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T12-V2,T12,V2,Document-oriented,Document scenarios,Document QA,National/account identifiers,Essential-privacy,Text-only,Document-oriented instruction centered on national/account identifiers.,Document-oriented instruction centered on national/account identifiers. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T12-V3,T12,V3,Document-oriented,Document scenarios,Document QA,National/account identifiers,Essential-privacy,Text-only,Document-oriented instruction centered on national/account identifiers.,Document-oriented instruction centered on national/account identifiers. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T12-V4,T12,V4,Document-oriented,Document scenarios,Document QA,National/account identifiers,Essential-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on national/account identifiers.,Document-oriented instruction centered on national/account identifiers. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T12-V5,T12,V5,Document-oriented,Document scenarios,Document QA,National/account identifiers,Incidental-privacy,Text-only,Document-oriented instruction centered on national/account identifiers.,Document-oriented instruction centered on national/account identifiers. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T12-V6,T12,V6,Document-oriented,Document scenarios,Document QA,National/account identifiers,Incidental-privacy,Text-only,Document-oriented instruction centered on national/account identifiers.,Document-oriented instruction centered on national/account identifiers. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T12-V7,T12,V7,Document-oriented,Document scenarios,Document QA,National/account identifiers,Incidental-privacy,Text-only,Document-oriented instruction centered on national/account identifiers.,Document-oriented instruction centered on national/account identifiers. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T12-V8,T12,V8,Document-oriented,Document scenarios,Document QA,National/account identifiers,Incidental-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on national/account identifiers.,Document-oriented instruction centered on national/account identifiers. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T13-V1,T13,V1,Document-oriented,Document scenarios,Document QA,Financial references,Essential-privacy,Text-only,Document-oriented instruction centered on financial references.,Document-oriented instruction centered on financial references. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T13-V2,T13,V2,Document-oriented,Document scenarios,Document QA,Financial references,Essential-privacy,Text-only,Document-oriented instruction centered on financial references.,Document-oriented instruction centered on financial references. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T13-V3,T13,V3,Document-oriented,Document scenarios,Document QA,Financial references,Essential-privacy,Text-only,Document-oriented instruction centered on financial references.,Document-oriented instruction centered on financial references. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T13-V4,T13,V4,Document-oriented,Document scenarios,Document QA,Financial references,Essential-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on financial references.,Document-oriented instruction centered on financial references. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T13-V5,T13,V5,Document-oriented,Document scenarios,Document QA,Financial references,Incidental-privacy,Text-only,Document-oriented instruction centered on financial references.,Document-oriented instruction centered on financial references. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T13-V6,T13,V6,Document-oriented,Document scenarios,Document QA,Financial references,Incidental-privacy,Text-only,Document-oriented instruction centered on financial references.,Document-oriented instruction centered on financial references. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T13-V7,T13,V7,Document-oriented,Document scenarios,Document QA,Financial references,Incidental-privacy,Text-only,Document-oriented instruction centered on financial references.,Document-oriented instruction centered on financial references. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T13-V8,T13,V8,Document-oriented,Document scenarios,Document QA,Financial references,Incidental-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on financial references.,Document-oriented instruction centered on financial references. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T14-V1,T14,V1,Document-oriented,Document scenarios,Document QA,Medical content,Essential-privacy,Text-only,Document-oriented instruction centered on medical content.,Document-oriented instruction centered on medical content. Task-critical text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T14-V2,T14,V2,Document-oriented,Document scenarios,Document QA,Medical content,Essential-privacy,Text-only,Document-oriented instruction centered on medical content.,Document-oriented instruction centered on medical content. Reasoning-preserving text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T14-V3,T14,V3,Document-oriented,Document scenarios,Document QA,Medical content,Essential-privacy,Text-only,Document-oriented instruction centered on medical content.,Document-oriented instruction centered on medical content. Tool-compatible text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T14-V4,T14,V4,Document-oriented,Document scenarios,Document QA,Medical content,Essential-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on medical content.,Document-oriented instruction centered on medical content. Task-critical OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T14-V5,T14,V5,Document-oriented,Document scenarios,Document QA,Medical content,Incidental-privacy,Text-only,Document-oriented instruction centered on medical content.,Document-oriented instruction centered on medical content. Incidental text-only summary variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T14-V6,T14,V6,Document-oriented,Document scenarios,Document QA,Medical content,Incidental-privacy,Text-only,Document-oriented instruction centered on medical content.,Document-oriented instruction centered on medical content. Incidental text-only coordination variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T14-V7,T14,V7,Document-oriented,Document scenarios,Document QA,Medical content,Incidental-privacy,Text-only,Document-oriented instruction centered on medical content.,Document-oriented instruction centered on medical content. Incidental text-only logging variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T14-V8,T14,V8,Document-oriented,Document scenarios,Document QA,Medical content,Incidental-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on medical content.,Document-oriented instruction centered on medical content. Incidental OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T15-V1,T15,V1,Document-oriented,Document scenarios,Document QA,Organization/project terms,Essential-privacy,Text-only,Document-oriented instruction centered on organization/project terms.,Document-oriented instruction centered on organization/project terms. Task-critical text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T15-V2,T15,V2,Document-oriented,Document scenarios,Document QA,Organization/project terms,Essential-privacy,Text-only,Document-oriented instruction centered on organization/project terms.,Document-oriented instruction centered on organization/project terms. Reasoning-preserving text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T15-V3,T15,V3,Document-oriented,Document scenarios,Document QA,Organization/project terms,Essential-privacy,Text-only,Document-oriented instruction centered on organization/project terms.,Document-oriented instruction centered on organization/project terms. Tool-compatible text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T15-V4,T15,V4,Document-oriented,Document scenarios,Document QA,Organization/project terms,Essential-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on organization/project terms.,Document-oriented instruction centered on organization/project terms. Task-critical OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T15-V5,T15,V5,Document-oriented,Document scenarios,Document QA,Organization/project terms,Incidental-privacy,Text-only,Document-oriented instruction centered on organization/project terms.,Document-oriented instruction centered on organization/project terms. Incidental text-only summary variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T15-V6,T15,V6,Document-oriented,Document scenarios,Document QA,Organization/project terms,Incidental-privacy,Text-only,Document-oriented instruction centered on organization/project terms.,Document-oriented instruction centered on organization/project terms. Incidental text-only coordination variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T15-V7,T15,V7,Document-oriented,Document scenarios,Document QA,Organization/project terms,Incidental-privacy,Text-only,Document-oriented instruction centered on organization/project terms.,Document-oriented instruction centered on organization/project terms. Incidental text-only logging variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T15-V8,T15,V8,Document-oriented,Document scenarios,Document QA,Organization/project terms,Incidental-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on organization/project terms.,Document-oriented instruction centered on organization/project terms. Incidental OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T16-V1,T16,V1,Document-oriented,Document scenarios,Document QA,Context-dependent confidential spans,Essential-privacy,Text-only,Document-oriented instruction centered on context-dependent confidential spans.,Document-oriented instruction centered on context-dependent confidential spans. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T16-V2,T16,V2,Document-oriented,Document scenarios,Document QA,Context-dependent confidential spans,Essential-privacy,Text-only,Document-oriented instruction centered on context-dependent confidential spans.,Document-oriented instruction centered on context-dependent confidential spans. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T16-V3,T16,V3,Document-oriented,Document scenarios,Document QA,Context-dependent confidential spans,Essential-privacy,Text-only,Document-oriented instruction centered on context-dependent confidential spans.,Document-oriented instruction centered on context-dependent confidential spans. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T16-V4,T16,V4,Document-oriented,Document scenarios,Document QA,Context-dependent confidential spans,Essential-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on context-dependent confidential spans.,Document-oriented instruction centered on context-dependent confidential spans. Task-critical OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T16-V5,T16,V5,Document-oriented,Document scenarios,Document QA,Context-dependent confidential spans,Incidental-privacy,Text-only,Document-oriented instruction centered on context-dependent confidential spans.,Document-oriented instruction centered on context-dependent confidential spans. Incidental text-only summary variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T16-V6,T16,V6,Document-oriented,Document scenarios,Document QA,Context-dependent confidential spans,Incidental-privacy,Text-only,Document-oriented instruction centered on context-dependent confidential spans.,Document-oriented instruction centered on context-dependent confidential spans. Incidental text-only coordination variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T16-V7,T16,V7,Document-oriented,Document scenarios,Document QA,Context-dependent confidential spans,Incidental-privacy,Text-only,Document-oriented instruction centered on context-dependent confidential spans.,Document-oriented instruction centered on context-dependent confidential spans. Incidental text-only logging variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T16-V8,T16,V8,Document-oriented,Document scenarios,Document QA,Context-dependent confidential spans,Incidental-privacy,OCR-mediated text-plus-image,Document-oriented instruction centered on context-dependent confidential spans.,Document-oriented instruction centered on context-dependent confidential spans. Incidental OCR-mediated variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T17-V1,T17,V1,Retrieval-style,Public task sources,Retrieval QA,Person names,Essential-privacy,Text-only,Retrieval-style prompt centered on person names.,Retrieval-style prompt centered on person names. Task-critical text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T17-V2,T17,V2,Retrieval-style,Public task sources,Retrieval QA,Person names,Essential-privacy,Text-only,Retrieval-style prompt centered on person names.,Retrieval-style prompt centered on person names. Reasoning-preserving text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T17-V3,T17,V3,Retrieval-style,Public task sources,Retrieval QA,Person names,Essential-privacy,Text-only,Retrieval-style prompt centered on person names.,Retrieval-style prompt centered on person names. Tool-compatible text-only variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T17-V4,T17,V4,Retrieval-style,Public task sources,Retrieval QA,Person names,Essential-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on person names.,Retrieval-style prompt centered on person names. Task-critical OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T17-V5,T17,V5,Retrieval-style,Public task sources,Retrieval QA,Person names,Incidental-privacy,Text-only,Retrieval-style prompt centered on person names.,Retrieval-style prompt centered on person names. Incidental text-only summary variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T17-V6,T17,V6,Retrieval-style,Public task sources,Retrieval QA,Person names,Incidental-privacy,Text-only,Retrieval-style prompt centered on person names.,Retrieval-style prompt centered on person names. Incidental text-only coordination variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T17-V7,T17,V7,Retrieval-style,Public task sources,Retrieval QA,Person names,Incidental-privacy,Text-only,Retrieval-style prompt centered on person names.,Retrieval-style prompt centered on person names. Incidental text-only logging variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T17-V8,T17,V8,Retrieval-style,Public task sources,Retrieval QA,Person names,Incidental-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on person names.,Retrieval-style prompt centered on person names. Incidental OCR-mediated variant.,dev,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T18-V1,T18,V1,Retrieval-style,Public task sources,Retrieval QA,Contact details,Essential-privacy,Text-only,Retrieval-style prompt centered on contact details.,Retrieval-style prompt centered on contact details. Task-critical text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T18-V2,T18,V2,Retrieval-style,Public task sources,Retrieval QA,Contact details,Essential-privacy,Text-only,Retrieval-style prompt centered on contact details.,Retrieval-style prompt centered on contact details. Reasoning-preserving text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T18-V3,T18,V3,Retrieval-style,Public task sources,Retrieval QA,Contact details,Essential-privacy,Text-only,Retrieval-style prompt centered on contact details.,Retrieval-style prompt centered on contact details. Tool-compatible text-only variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T18-V4,T18,V4,Retrieval-style,Public task sources,Retrieval QA,Contact details,Essential-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on contact details.,Retrieval-style prompt centered on contact details. Task-critical OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T18-V5,T18,V5,Retrieval-style,Public task sources,Retrieval QA,Contact details,Incidental-privacy,Text-only,Retrieval-style prompt centered on contact details.,Retrieval-style prompt centered on contact details. Incidental text-only summary variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T18-V6,T18,V6,Retrieval-style,Public task sources,Retrieval QA,Contact details,Incidental-privacy,Text-only,Retrieval-style prompt centered on contact details.,Retrieval-style prompt centered on contact details. Incidental text-only coordination variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T18-V7,T18,V7,Retrieval-style,Public task sources,Retrieval QA,Contact details,Incidental-privacy,Text-only,Retrieval-style prompt centered on contact details.,Retrieval-style prompt centered on contact details. Incidental text-only logging variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T18-V8,T18,V8,Retrieval-style,Public task sources,Retrieval QA,Contact details,Incidental-privacy,OCR-mediated text-plus-image,Retrieval-style prompt centered on contact details.,Retrieval-style prompt centered on contact details. Incidental OCR-mediated variant.,test,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T19-V1,T19,V1,Retrieval-style,Public task sources,Retrieval QA,Postal addresses,Essential-privacy,Text-only,Retrieval-style prompt centered on postal addresses.,Retrieval-style prompt centered on postal addresses. Task-critical text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T19-V2,T19,V2,Retrieval-style,Public task sources,Retrieval QA,Postal addresses,Essential-privacy,Text-only,Retrieval-style prompt centered on postal addresses.,Retrieval-style prompt centered on postal addresses. Reasoning-preserving text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
T19-V3,T19,V3,Retrieval-style,Public task sources,Retrieval QA,Postal addresses,Essential-privacy,Text-only,Retrieval-style prompt centered on postal addresses.,Retrieval-style prompt centered on postal addresses. Tool-compatible text-only variant.,train,prompt-stub-manifest,no,no,BodhiPromptShield: Pre-Inference Prompt Mediation for Suppressing Privacy Propagation in LLM/VLM Agents,https://arxiv.org/abs/2604.05793
